Formula,Dosef,Hform,Natoms,Mass,Energy,Smax,Fmax,Volume,Gap_wo_soc,Bandgap
Nb4I2Te12,0,-0.397,18,2156.634,-89.861,0,0.01,2956.213,0.757,0.673
Ni4Ta2Te4,5.241,-0.405,10,1107.069,-65.494,0,0.008,819.232,0,0
Pd2I4O12,0,-0.157,18,912.446,-77.862,0,0.009,1596.086,1.08,1.034
Re2ZnO8,0,-1.71,11,565.786,-84.302,0,0.008,997.383,4.039,3.966
Sr2Br2H2,0,-1.412,6,337.064,-21.638,0,0.001,583.948,4.356,4.354
NaW2Br6O2,1.929,-1.2,11,902.092,-57.235,0,0.009,1368.13,0,0
In2Se3,0,-0.526,5,466.549,-18.604,0,0.009,528.325,0.775,0.754
Cd4Br4,0,-0.609,8,769.272,-14.923,0,0.009,547.174,1.286,1.281
Zr2Cl4,0,-1.676,6,324.248,-32.004,0,0.008,385.894,0.597,0.596
Zr2Br2I2,0,-1.104,6,596.065,-27.558,0,0.009,478.505,0.499,0.484
CdI2,0,-0.6,3,366.223,-5.683,0,0,298.65,2.487,2.136
FeBr2,0,-0.383,3,215.653,-13.359,0,0,199.975,0.266,0.263
Hf2Cl4,0,-1.499,6,498.78,-31.148,0,0,376.428,0.872,0.843
HgCl2,0,-0.624,3,271.492,-6.326,0,0,311.212,2.518,2.468
MnTe2,2.186,-0.104,3,310.138,-16.439,0,0,211.439,0,0
NbTe2,2.671,-0.442,3,348.106,-18.063,0,0,219.301,0,0
Os2S4,0,-0.3,6,508.7,-40.491,0,0,340.381,0.676,0.53
PdSe2,0,-0.265,3,264.362,-11.58,0,0,212.839,0.737,0.558
ScSe2,1.98,-1.173,3,202.898,-15.144,0,0,233.447,0,0
Zr2Br4,0,-1.336,6,502.064,-29.163,0,0,427.202,0.585,0.58
Sc2CF2,0,-2.541,5,139.92,-34.419,0,0,183.039,1.022,1.02
Zr2CSe2,1.426,-1.081,5,352.401,-36.398,0,0,204.983,0,0
Ti2F2N,1.216,-2.562,5,147.738,-37.714,0,0,158.53,0,0
InPd5Br2,3.151,-0.35,8,806.726,-27.829,0,0,373.577,0,0
Cu2ReF6,0,-1.673,9,427.289,-43.583,0,0,509.519,0.878,0.872
Nb2Se6,2.641,-0.666,8,659.639,-46.88,0,0,395.065,0,0
Ti2I6,0,-0.728,8,857.161,-28.078,0,0,822.651,0.204,0.209
V2I6,1.128,-0.509,8,863.31,-29.992,0,0,804.026,0,0
Y2Cl6,0,-2.345,8,390.512,-38.851,0,0,756.104,5.127,5.113
CrMo3Se8,0,-0.642,12,971.614,-78.582,0,0,691.633,1.037,0.951
MoW3Se8,0,-0.625,12,1279.238,-81.015,0,0,700.821,1.503,1.258
VBrI,0,-0.657,3,257.75,-13.558,0,0,268.646,1.212,1.188
Mn2Br2Se2,3.281,-0.556,6,427.626,-32.902,0,0,394.252,0,0
Ir2Cl2Se2,0.137,-0.408,6,613.276,-31.535,0,0,384.871,0,0.062
Cr2I2Se2,0.092,-0.522,6,515.743,-31.872,0,0,405.501,0.169,0
Ir2I2S2,0,-0.265,6,702.363,-31.254,0,0,368.529,0.145,0.215
MoSTe,0,-0.546,3,255.61,-20.124,0,0,178.579,1.016,0.992
WSTe,0,-0.419,3,343.5,-20.026,0,0,178.504,1.243,1.141
Ag2Br2Se4,0,-0.184,8,691.428,-24.254,0,0,790.73,1.295,1.237
Cu2Br2Te4,0,-0.209,8,797.3,-25.01,0,0,795.741,0.921,0.873
Cd2P2S6,0,-0.416,10,479.136,-41.216,0,0,629.825,1.888,1.887
Pd2P2Se6,1.254,-0.154,10,748.614,-40.808,0,0,644.198,0,0
Zr4C3F2,1.453,-1.717,9,438.926,-75.899,0,0,244.412,0,0
NiZrBr6,0,-1.047,8,629.341,-32.536,0,0,682.104,1.356,1.301
Pt4S3Se5,0,-0.407,12,1271.371,-59.949,0,0.008,830.925,1.398,1.308
Zr4F2S6,6.843,-1.978,12,595.253,-80.986,0.001,0.009,806.891,0,0
Hf2BrCl3S2,0,-1.644,8,607.354,-43.261,0,0.009,637.676,2.312,2.254
Ni4S2Se6,0,-0.258,12,772.72,-61.134,0,0.009,741.595,0.278,0.137
Ir2Pd2Br3ClS4,4.239,-0.374,12,1000.676,-53.535,0,0.009,714.488,0,0
Cu6Br2Cl6S3Se,0,-0.338,18,928.935,-57.743,0,0.01,1152.633,0.283,0.271
Mn5ZnGe2S12,4.898,-0.469,20,870.05,-117.113,0,0.009,894.274,0,0
AlGaSe2,0,-0.664,4,254.647,-16.264,0,0.008,248.344,2.075,2.049
HfZr2Cl2SSe2,2.251,-1.531,8,621.84,-49.171,0,0.008,433.284,0,0
Nb8BrC4Cl7,8.139,-1.024,20,1119.349,-154.047,0,0.009,810.876,0,0
CoBrSe,0,-0.362,3,217.808,-14.383,0,0.008,185.216,0.967,0.904
Cu2S4Sb2,0,-0.207,8,498.852,-34.136,0,0.005,829.363,0.388,0.357
YClI,0,-1.652,3,251.26,-12.91,0,0.009,250.467,0.265,0.255
YIS,0,-1.797,3,247.87,-15.64,0,0.008,273.933,3.26,2.89
PtSeTe,0,-0.385,3,401.655,-14.196,0,0.009,231.817,1.016,0.706
AgGaI2,0,-0.273,4,431.4,-9.791,0,0.006,413.839,1.873,1.764
Pd2Br2Cl4,0,-0.362,8,514.448,-20.842,0,0.01,634.37,0.261,0.251
AgAu2MnI3Se3,0,-0.165,10,1174.366,-35.354,0,0.008,949.731,0.162,0.149
Pd2Cl4Se2,0,-0.346,8,512.582,-24.513,0,0.009,629.92,0.645,0.64
Zr2STe,2.836,-1.093,4,342.108,-26.462,0,0.009,252.356,0,0
IrNiBr2Cl4,3.083,-0.486,8,552.518,-30.724,0,0.008,589.014,0,0
HfCl2GeS2,0,-1.163,6,386.14,-30.727,0,0.006,393.771,0.859,0.836
IrRhI2S2,0.959,-0.332,6,613.051,-29.525,0,0.007,363.562,0,0
Ag2Br2,0,-0.338,4,375.544,-10.202,0,0,321.456,1.828,1.724
AuPdP2S6,4.649,-0.16,10,557.694,-43.746,0,0.01,626.476,0,0
In2Ni2Se5,7.849,-0.349,9,741.878,-40.58,0,0.009,582.085,0,0
Mn2Te4,0.584,-0.16,6,620.276,-33.214,0,0.01,382.425,0,0
AuInF4,0,-1.911,6,387.778,-23.704,0.002,0.01,406.816,1.249,1.053
MnScBr6,0,-1.224,8,579.318,-33.676,0,0.009,709.668,0.53,0.521
AgTaCl2GeS4,0,-0.694,9,560.586,-43.3,0,0.007,660.596,1.262,1.226
Hf3ZrBr3ClSSe3,6.381,-1.338,12,1170.829,-67.043,0,0.009,888.843,0,0
AuInI2S,0,-0.312,5,597.654,-14.486,0,0.004,424.056,1.194,0.99
Ti2AsS2,3.606,-1.117,5,234.776,-31.782,0,0.008,388.739,0,0
Ta2Cl2O4,0,-2.431,8,496.792,-63.151,0,0.008,530.578,2.428,2.367
Ga2I2S2,0,-0.51,6,457.375,-19.981,0,0.008,471.734,0,0.084
Ga2ClISSe,0,-0.713,6,412.831,-20.908,0,0.009,498.675,0.966,0.891
Ag2As4I2S3,0,-0.137,11,865.412,-41.034,0,0.007,1732.585,1.602,1.458
Ti3C2H2,1.219,-0.635,7,169.639,-49.603,0.001,0.009,180.931,0,0
Ga2Mn2S5,1.795,-0.561,9,409.622,-50.683,0,0.008,530.164,0,0
In2Te2,0,-0.347,4,484.836,-13.323,0,0,341.737,1.266,1.145
Ag2Br2P4Te3,0,-0.065,11,882.239,-40.632,0,0.004,2053.907,1.416,1.299
Ag2Cl2P4Te3,0,-0.102,11,793.331,-41.45,0,0.009,2042.084,1.387,1.388
Cu2I2Sb4Se3,0,-0.128,11,1104.854,-39.788,0,0.01,1745.52,0.962,0.884
Ga2Ni2Se5,7.124,-0.408,9,651.688,-41.387,0,0.006,543.21,0,0
Ga8S12,0,-0.652,20,942.504,-85.204,0,0.007,2625.546,2.385,2.384
P8S12,0,-0.117,20,632.51,-94.184,0,0.009,3533.47,1.834,1.832
S6Sb4,0,-0.229,10,679.4,-44.387,0,0.008,1794.011,1.925,1.882
Y4Cl2N3,1.034,-1.932,9,468.544,-64.785,0.001,0.005,278.008,0,0
Ni6Ta4Se10,0,-0.63,20,1865.662,-130.168,0,0.006,2084.715,0.217,0.175
Cu2Br2,0,-0.281,4,286.9,-11.644,0,0,255.246,1.527,1.522
Ga2S5,0,-0.424,7,299.746,-29.167,0,0.009,968.665,1.805,1.803
Nb3Pt3Te14,4.046,-0.411,20,2650.371,-103.13,0,0.008,2858.864,0,0
Pt2Br2,0,-0.228,4,549.976,-16.789,0,0.004,230.395,1.23,1.177
Pd2H2,1.143,-0.03,4,214.856,-14.407,0.001,0.008,130.515,0,0
Nb2F4S4,0,-1.951,10,390.046,-62.818,0.001,0.006,963.768,1.617,1.617
Ag4Cl8,0,-0.36,12,715.073,-29.959,0,0.009,1880.876,0.171,0.168
ZrSeTe,0.133,-1.129,3,297.795,-17.477,0,0,254.732,0,0
TiF2,0,-2.983,3,85.864,-18.811,0.003,0.001,127.392,1.312,1.288
CdSn2Br2S2,0,-0.627,7,573.762,-24.752,0,0.006,1051.321,2.06,2.038
BiNi2Se2,2.715,-0.188,5,484.309,-27.074,0,0.003,458.447,0,0
Zr2Cl2I2,0,-1.237,6,507.157,-28.753,0,0.008,464.041,0.499,0.479
Cd2I4,0,-0.63,6,732.446,-11.548,0,0.01,697.152,2.516,2.239
Bi8O4S8,0,-0.626,20,1992.319,-103.041,0,0.009,2999.319,1.967,1.356
Ti2PSe2,1.935,-1.151,5,284.65,-31.466,0,0.005,390.214,0,0
Co8Ta4S8,7.434,-0.601,20,1451.737,-149.742,0,0.01,1465.264,0,0
AuBa2I2O2,0.637,-1.61,7,757.428,-31.262,0,0.008,406.83,0,0
In2Pt4Te6,0,-0.411,12,1775.572,-55.107,0,0.005,1908.758,0.826,0.666
Mn3SiTe2,3.506,-0.22,6,448.099,-42.276,0,0.007,278.235,0,0
Ca2O8Sb4,0,-1.926,14,695.188,-89.606,0,0.006,936.941,3.014,3.004
CdIn2Se4,0.04,-0.547,7,657.934,-24.21,0,0.009,596.836,0,0.179
Ta4Ge2Te8,0,-0.404,14,1889.852,-79.588,0,0.007,1754.277,0.353,0.311
Bi2MnSe4,0,-0.37,7,788.783,-35.588,0,0.004,592.555,0.552,0.17
Ga2NiSe4,2.554,-0.475,7,514.023,-30.312,0,0.004,491.143,0,0
Al2PdTe4,2.283,-0.367,7,670.783,-26.686,0,0.009,584.974,0,0
Ta4Si2Te8,0,-0.425,14,1800.762,-81.657,0,0.006,1704.421,0.496,0.439
Sr2O8Sb4,0,-1.927,14,790.272,-88.943,0,0.01,1024.721,3.247,3.237
Fe2Ta4Se10,5.155,-0.724,16,1625.192,-103.756,0,0.01,1849.048,0,0
Nb4Pd2S10,0,-0.859,16,905.065,-103.47,0,0.008,1845.12,0.152,0.148
Ta4Br2Se12,0,-0.635,18,1831.252,-95.661,0,0.01,2582.942,0.697,0.66
Au4O12Te2,0,-0.368,18,1235.054,-87.04,0,0.006,1833.211,1.092,1.08
HfNa2H6S6,0,-0.661,15,422.878,-64.448,0,0.008,1611.866,2.88,2.783
Pb2Br4,0,-0.928,6,734.016,-19.425,0,0.004,637.798,2.664,1.938
Ir2F6,0,-1.409,8,498.424,-39.347,0.003,0.002,447.106,1.737,1.632
W2Cl6,0,-0.764,8,580.38,-39.797,0,0.01,999.153,0.552,0.548
Re6F2Te8,0,-0.481,16,2176.039,-106.449,0,0.006,1905.765,0.77,0.498
Sr2H8S6,0,-0.673,16,375.664,-65.188,0,0.008,1342.728,3.744,3.721
H2O12P6,0,-1.656,20,379.847,-133.444,0,0.009,1882.897,4.417,4.415
Nb3Cl7O,0,-1.486,11,542.868,-64.941,0,0.004,1315.517,0.864,0.86
Nb3I7Se,0,-0.621,11,1246.021,-51.64,0,0.01,1717.582,0.644,0.536
MoV3S8,9.199,-0.87,12,505.255,-79.837,0,0.009,632.574,0,0
Mo3WO8,0,-1.999,12,599.682,-110.075,0,0.004,501.629,0.989,0.981
Al4I4S4,0,-0.888,12,743.784,-47.837,0,0.007,1633.184,2.906,2.769
Ag4I4Se4,0,-0.082,12,1254.975,-32.186,0,0.009,1821.724,0.681,0.605
Co2K2As2,5.687,-0.303,6,345.906,-30.042,0,0.008,282.865,0,0
As4Ge4Te4,0,-0.034,12,1100.606,-49.942,0,0.007,1876.606,1.33,1.222
Ni4As4S4,0,-0.256,12,662.7,-67.023,0,0.006,1084.088,0.521,0.513
Sn4As4Se4,0,-0.202,12,1090.41,-51.234,0,0.009,2006.103,1.593,1.539
Ba2Co2Ge2,7.251,-0.317,6,537.78,-31.049,0,0.008,331.966,0,0
Hf2Br2Te2,2.542,-0.999,6,771.988,-30.584,0,0.003,459.707,0,0
Mn2Br2S2,3.648,-0.615,6,333.804,-34.446,0,0.007,371.814,0,0
Cu4Cl4Te4,0,-0.339,12,906.384,-38.734,0,0.01,1716.653,0.959,0.94
In4Cl4Te4,0,-0.705,12,1111.472,-39.468,0,0.009,2199.998,2.364,2.175
Cu4F4O4,0,-0.915,12,394.174,-52.531,0.001,0.006,1064.356,0.689,0.687
Ga2F2Se2,0,-1.468,6,335.385,-24.755,0.001,0.002,703.618,2.917,2.871
In2F2S2,0,-1.404,6,331.753,-25.278,0.001,0.005,400.873,1.013,1.012
Sc2F2O2,0,-3.807,6,159.907,-45.582,0.001,0.004,276.779,4.621,4.62
In2Ge2Te2,0.063,-0.208,6,630.096,-22.216,0,0.006,599.626,0,0
Na2H2Se2,0,-0.593,6,205.938,-19.79,0,0.009,583.62,3.144,3.022
In2I2Se2,0,-0.547,6,641.387,-18.729,0,0.009,883.922,1.172,1.047
Zr2I2Te2,2.822,-0.932,6,691.457,-29.763,0,0.002,481.609,0,0
P4Se4Si4,0,-0.277,12,552.119,-60.309,0,0.007,1564.405,2.012,1.992
Sb4Se4Si4,0,-0.181,12,915.264,-55.324,0,0.006,1844.948,1.998,1.884
Cu2Cl2S4,0,-0.303,8,326.232,-29.656,0,0.006,651.212,1.004,0.996
Nb2Br2O4,0,-2.229,8,409.617,-62.147,0,0.005,544.725,2.027,2.007
Cu2F2Se4,0,-0.65,8,480.973,-29.66,0.001,0.01,682.361,0.946,0.88
Ni2F2Se4,1.474,-0.687,8,471.268,-37.098,0.001,0.008,363.709,0,0
AgAs2SbSe6,0,-0.061,10,853.297,-38.079,0,0.01,1317.841,0.646,0.597
AgVAs2Te6,0,-0.053,10,1074.253,-40.453,0,0.005,1486.743,0.399,0.291
BiCuAs2S6,0,-0.118,10,614.73,-43.33,0,0.009,1215.724,1.127,1.062
BiHO6S2,0,-1.184,10,370.102,-58.741,0,0.01,745.895,3.634,2.494
CoNaP2Se6,0,-0.33,10,617.696,-44.458,0,0.005,1164.977,0.608,0.525
InLiP2Se6,0,-0.41,10,657.532,-40.375,0,0.005,1371.255,1.653,1.632
Be2Li2As2,0,-0.407,6,181.748,-22.954,0,0.008,262.059,1.298,1.291
Tl2As2O6,0,-1.031,10,654.597,-55.379,0,0.007,747.681,2.949,2.854
Rb2Cl2O6,0,-0.726,10,337.83,-43.391,0,0.01,961.877,5.433,5.432
Cr2Ge2Se6,0,-0.421,10,723.078,-52.958,0,0.003,1174.263,0.83,0.703
Cr2Se6Si2,0,-0.499,10,633.988,-55.503,0,0.005,1139.976,1.037,0.916
Cu2Tl2S2,0.942,-0.21,6,599.972,-21.764,0,0.008,456.69,0.364,0
Ni2O6Te2,0,-0.863,10,468.581,-60.281,0,0.007,824.815,0.228,0.217
Pd2O6S2,0,-0.845,10,372.954,-54.987,0,0.009,917.83,1.291,1.253
Tl2Si2Te6,0.416,-0.055,10,1230.53,-35.574,0,0.004,1536.648,0.177,0.043
V2W2O10,0,-2.246,14,629.553,-122.7,0,0.008,1614.879,0.408,0.386
Rb2Cl8I2,0,-0.832,12,708.345,-29.042,0,0.001,2202.162,2.557,2.476
NaTlI4O12,0,-0.388,18,926.976,-78.198,0,0.009,1375.751,2.087,2.078
Ni2Ta2Se10,2.908,-0.524,14,1268.993,-76.286,0,0.009,1654.353,0,0
K2Nb2I12,0,-0.714,16,1786.863,-52.259,0,0.007,2498.185,0.943,0.615
Na2Nb2F12,0,-3.273,16,459.773,-94.682,0.002,0.009,1046.378,5.56,5.539
Ti4H2N3O2,4.356,-1.667,11,267.503,-87.05,0,0,210.776,0,0
Cu2Hg2Br2Se2,0,-0.3,8,846.026,-21.66,0,0.005,1189.303,0.819,0.812
Cu2Hg2I2Se2,0,-0.219,8,940.027,-20.8,0,0.009,1234.332,0.811,0.771
Ba4As4Cl4Se8,0,-1.239,20,1622.562,-85.755,0,0.008,1881.693,1.745,1.624
Ba4Bi4F4S8,0,-1.821,20,1717.703,-101.398,0.001,0.008,1525.381,1.79,1.4
Ba4F4Sb4Te8,0,-1.582,20,2133.142,-88.558,0,0.009,1684.184,0.622,0.512
Bi4Sr4F4S8,0,-1.823,20,1518.875,-100.833,0.001,0.009,1348.761,1.312,0.826
Mn2Br2Sb2Se4,0,-0.375,10,829.088,-49.095,0,0.004,1567.12,0,0.083
Co4Nb2Se2Te2,4.491,-0.449,10,834.688,-71.436,0,0.008,781.833,0,0
Tl2Se2,0,-0.195,4,566.702,-12.741,0,0,316.957,0.485,0.449
Ge2H2O6P2,0,-1.471,12,305.218,-74.806,0,0.009,1059.295,4.898,4.883
CdInTlS4,0,-0.418,7,559.852,-25.425,0,0.009,556.143,0.332,0.324
K2Os2C2F10O2,0,-1.952,18,704.661,-104.508,0.002,0.007,1091.384,0.322,0.502
K2Ru2F10N2O2,0,-1.914,18,530.333,-98.646,0.002,0.008,1089.356,0.908,0.902
Cr4S6,0,-0.669,10,400.344,-68.797,0,0.004,420.994,0.618,0.617
In4Cl6,0,-0.898,10,671.972,-30.739,0,0.009,1180.519,2.67,2.646
Cu6S4,3.348,-0.205,10,509.516,-40.424,0.001,0.008,489.015,0,0
Tl2Se3,0,-0.131,5,645.673,-16.098,0,0.01,391.224,0.677,0.679
In2Br2,0,-0.675,4,389.444,-11.394,0,0.004,402.113,2.406,2.371
Li6Br6,0,-1.532,12,521.064,-39.226,0,0.009,672.04,4.815,4.721
Cu6Cl6,0,-0.436,12,593.976,-37.996,0.001,0.009,563.173,0.751,0.739
Li4Cl4,0,-1.825,8,169.56,-29.299,0,0.007,510.35,6.102,6.097
Mg2Te2,0,-0.797,4,303.81,-12.832,0,0.006,402.632,2.973,2.703
Pb6S6,0,-0.494,12,1435.56,-52.948,0,0.007,751.534,0.924,0.473
Ba2I4,0,-1.794,6,782.272,-20.335,0,0.008,834.652,3.866,3.633
Ti2Br4S4,0,-0.998,10,543.59,-46.009,0,0.007,729.724,1.039,1.031
Mn2I6,5.409,-0.289,8,871.303,-30.618,0,0.002,774.747,0,0
Re2As2Se2,0,-0.145,6,680.199,-40.475,0,0.007,333.449,0.927,0.787
Be2Na2P2,0,-0.404,6,125.951,-23.171,0,0.007,273.702,0.617,0.597
Pt2Br2Cl2,0,-0.33,6,620.876,-21.429,0,0.009,532.127,1.066,0.949
Mg2Br2I2,0,-1.247,6,462.227,-16.842,0,0.007,658.189,3.26,3.17
Mn2Cl2F2,0,-1.643,6,218.773,-36.035,0.001,0.009,369.28,2.013,2.012
Sr2Cl2I2,0,-2.065,6,499.949,-22.267,0,0.009,681.956,4.358,4.133
Co2Na2N2,4.174,0.011,6,191.86,-35.708,0.001,0.01,297.757,0,0
Co2S2,2.602,-0.44,4,181.986,-26.374,0,0,233.939,0,0
Nb2N2Se2,0,-0.805,6,371.769,-49.155,0.001,0.009,333.731,0.426,0.33
Bi2H2S4,0,-0.292,8,548.217,-34.642,0,0.006,507.638,1.658,0.962
Ag2Cd2I6,0,-0.458,10,1201.991,-20.984,0,0.006,951.421,2.117,1.834
Ag2Pb2Br6,0,-0.723,10,1109.56,-29.93,0,0.009,948.654,2.68,2.136
Au2Hg2Br6,0,-0.303,10,1274.541,-20.572,0,0.01,842.665,0.957,0.782
Na2Sr2I6,0,-1.509,10,982.646,-29.921,0,0.008,1196.668,4.153,3.815
Bi2Se3,0,-0.389,5,654.874,-21.743,0.001,0.005,565.534,0.808,0.243
Cu2F4,0,-1.595,6,203.086,-23.268,0.002,0.009,567.272,0.838,0.825
Cr2Si2Te6,0,-0.202,10,925.762,-50.861,0,0.008,1347.44,0.541,0.272
Ta4Se2,1.568,-0.487,6,881.734,-49.153,0,0.009,428.125,0,0
Y2I2,2.635,-0.887,4,431.621,-15.89,0,0.005,507.162,0,0
Ga2In2S6,0,-0.638,10,561.442,-42.183,0,0.008,884.384,1.983,1.981
Hg4W2O8,0,-1.429,14,1298.04,-87.518,0,0.008,1307.248,2.566,2.506
K2N2O6,0,-1.059,10,202.205,-60.475,0,0.008,842.901,3.166,3.166
Nb3Br7S,0,-1.051,11,870.107,-57.708,0,0.009,1490.415,0.815,0.81
Nb4Si2Te8,0,-0.518,14,1448.595,-84.996,0,0.009,1711.487,0.529,0.521
NiRe2O8,0,-1.562,11,559.099,-88.735,0,0.009,984.202,1.588,1.575
Pd2O6Se2,0,-0.644,10,466.776,-51.788,0,0.008,873.094,0.673,0.636
Re6Cl2Se8,0,-0.497,16,1819.91,-109.338,0,0.008,1702.947,1.284,1.194
Sr2F2I2,0,-2.926,6,467.046,-27.032,0.001,0.003,645.517,4.523,4.219
V2O10P2,0,-2.218,14,323.821,-110.067,0,0.006,1267.698,1.567,1.566
AgVP2Se6,0,-0.272,10,694.583,-45.71,0,0.009,1191.977,0.356,0.35
Ca3Cu2Br2O4,1.579,-1.892,11,471.13,-57.865,0.001,0.007,589.118,0,0
Li2H4N2O6,0,-1.024,14,141.92,-78.867,0,0.005,720.909,2.638,2.637
Na2B2H8O8,0,-1.563,20,203.656,-114.864,0,0.007,1192.909,4.682,4.681
V2H4O10Se2,0,-1.351,18,423.847,-112.881,0,0.008,1412.367,0.894,0.892
Bi4,0,0.096,4,835.922,-18.315,0,0.008,380.496,0.308,0.151
Mg3H4O9Si2,0,-2.238,18,277.108,-115.355,0,0.007,891.176,3.35,3.35
Cd4Cl4,0,-0.796,8,591.456,-17.218,0,0.008,507.614,1.671,1.672
Ni2O2,4.126,-0.5,4,149.385,-26.743,0,0,213.663,0,0
Ni2Te2,1.886,-0.135,4,372.587,-21.443,0,0,245.781,0,0
BaI2,0,-1.816,3,391.136,-10.232,0,0,433.555,4.164,3.873
CdI2,0,-0.627,3,366.223,-5.765,0,0,379.546,2.603,2.335
FeBr2,1.241,-0.435,3,215.653,-13.516,0,0,294.723,0,0
Fe2Se4,0,-0.299,6,427.574,-33.81,0,0,337.375,0.577,0.575
HfS2,0,-1.592,3,242.61,-20.439,0,0,206.673,1.316,1.221
MgBr2,0,-1.532,3,184.113,-9.384,0,0,235.286,4.774,4.588
MnI2,0,-0.419,3,308.747,-13.932,0,0,270.922,1.194,0.877
MnTe2,1.345,-0.2,3,310.138,-16.726,0,0,219.738,0,0
Ni2S4,0,-0.265,6,245.627,-32.398,0,0,454.171,0.84,0.824
PbBr2,0,-0.883,3,367.008,-9.578,0,0,300.264,3.188,2.275
Pd2Te4,0,-0.257,6,723.24,-21.999,0,0,654.648,1.276,1.212
PtTe2,0,-0.392,3,450.284,-13.94,0,0,248.173,0.751,0.303
Rh4S8,0,-0.379,12,668.102,-65.763,0,0,720.382,0.599,0.597
ScCl2,0,-1.934,3,115.856,-14.031,0,0,195.194,0.108,0.107
TaSe2,1.753,-0.815,3,338.89,-19.226,0,0,194.5,0,0
VBr2,0,-0.863,3,210.749,-14.283,0,0,227.45,1.253,1.252
Cu2ReI6,0,-0.017,9,1074.726,-28.034,0,0,807.399,0.394,0.18
Bi2Cl6,0,-1.014,8,630.661,-28.175,0,0,802.326,3.331,2.36
Fe2Cl6,0,-0.655,8,324.39,-34.033,0,0,531.089,0,0.013
CrMo3Te8,0,-0.244,12,1360.646,-71.578,0,0,807.219,0.752,0.645
MoW3Te8,0,-0.159,12,1668.27,-73.202,0,0,812.903,1.077,0.804
Co2Na2As2,8.08,-0.281,6,313.689,-30.084,0,0,274.147,0,0
Na2Ni2As2,6.519,-0.286,6,313.21,-28.153,0,0,308.686,0,0
HfBrCl,0,-1.337,3,293.844,-14.887,0,0,185.764,0.946,0.832
Hf2Br2Se2,2.375,-1.314,6,674.73,-33.034,0,0,417.273,0,0
Ti2Br2N2,0,-1.415,6,283.556,-41.746,0,0,284.427,0.621,0.621
Pd2Br2S2,2.777,-0.308,6,436.768,-20.816,0,0,389.228,0,0
Zr2Br2S2,2.269,-1.592,6,406.376,-35.682,0,0,402.863,0,0
Hf2Cl2S2,2.161,-1.66,6,492,-36.696,0,0,385.606,0,0
CrSSe,0,-0.569,3,163.027,-18.676,0,0,154.593,0.827,0.782
Ir2I2Se2,0.473,-0.213,6,796.185,-29.755,0,0,404.233,0,0
Ta2I2N2,1.409,-0.817,6,643.719,-44.199,0,0,325.383,0,0
MoSeTe,0,-0.479,3,302.521,-19.327,0,0,186.111,1.266,1.136
Ag2Br2Te4,0,-0.193,8,885.944,-23.215,0,0,881.487,1.287,1.214
Ni2H2O4,2.193,-0.834,8,183.399,-48.311,0,0,241.483,0,0
Cd2P2Se6,0,-0.315,10,760.602,-36.636,0,0,695.775,1.277,1.271
Ge2P2Te6,0,0.029,10,972.808,-38.695,0,0,818.243,0.831,0.819
Zn2P2S6,0,-0.414,10,385.068,-41.703,0,0,576.384,2.087,2.086
NiZrCl6,0,-1.386,8,362.617,-36.451,0,0,609.676,1.639,1.598
Ti6Cl6N3,4.401,-1.674,15,541.923,-101.01,0.001,0.006,555.018,0,0
Hf4Br3IN4,0,-1.644,12,1136.604,-89.396,0.001,0.01,633.334,2.074,2.042
Hg2I2S,0,-0.269,5,687.053,-10.149,0,0.006,427.291,2.378,2.264
SnBr2S2,0,-0.393,5,342.638,-17.345,0,0.01,383.002,0.826,0.829
V2Br3IO2,0,-1.319,8,500.497,-44.083,0,0.009,507.298,0.845,0.83
Hf4Br3ClS2Se2,4.198,-1.443,12,1211.184,-68.996,0,0.01,783.242,0,0
Ga2BrCl5,0,-1.038,8,396.6,-24.618,0,0.009,600.934,3.4,3.333
Pt4I4S3Se,0,-0.259,12,1463.105,-50.159,0,0.007,871.197,0.837,0.641
Hf3ZrS8,0,-1.594,12,883.174,-81.671,0,0.008,830.418,1.246,1.163
Ti2F2,4.642,-2.273,4,133.731,-25.646,0,0,136.355,0,0
CoBrTe,0,-0.286,3,266.437,-13.876,0,0.009,203.32,0.98,0.896
CoITe,0,-0.126,3,313.438,-13.291,0,0.01,220.316,0.791,0.435
PdTiS2,0,-0.967,4,218.407,-22.536,0,0.007,283.933,0.377,0.319
Hf2BrClS2,2.159,-1.582,6,536.454,-36.027,0,0.009,374.711,0,0
Sc2BrClS2,0,-1.974,6,269.386,-32.692,0,0.007,394.434,2.141,2.12
Nb2BrISe2,2.61,-0.811,6,550.563,-35.55,0,0.007,396.377,0,0
Au2Mn2I8,0,-0.229,12,1519.045,-40.264,0,0.009,1573.053,0.262,0.259
CoRhI2Se2,2.533,-0.309,6,573.59,-27.153,0,0.006,377.33,0,0
GaInBr2S2,0,-0.734,6,408.469,-21.397,0,0.007,482.271,1.672,1.639
Ga2O2,0,-1.45,4,171.444,-21.857,0,0,161.601,1.557,1.556
IrRuCl4O2,2.556,-0.681,8,467.085,-41.579,0,0.007,483.492,0,0
Au2VI4S,0,-0.261,8,984.553,-26.86,0,0.009,858.264,0.641,0.575
Zr2AsS2,2.075,-1.381,5,321.49,-34.528,0,0.001,445.112,0,0
Pd3ZnBr3ClO4,9.336,-0.478,12,723.798,-45.413,0,0.01,571.294,0,0
Al2CoSe4,1.269,-0.619,7,428.78,-33.966,0,0.003,483.963,0,0
